pair_id,conversation_id,turn_index,is_initial_inquiry,customer_tweet_id,brand_tweet_id,customer_author_id,created_at_customer,created_at_brand,customer_message,brand_response,context_before_customer,response_type,has_dm_redirect,has_clarification,has_troubleshooting,has_external_redirect,has_info_explanation,has_acknowledgement,has_link,customer_candidate_intents,customer_primary_intent
pair_1877_1880,1878,2,False,1877,1880,116129,Tue Oct 31 23:08:08 +0000 2017,Tue Oct 31 23:26:54 +0000 2017,"@SpotifyCares Made In Germany, Du Bist Gut, Cover Me and 20 Jahre (this one mostly). Because these are missing, a few compilations have greyed out tracks","@116129 1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about...","Customer: @116130 why are Nena's releases between 2002 and 2012 all missing, yet everything else from 1982 - 2017 is there? #sadness #emptyplaylist
Brand: @116129 Hi Liam! Could you let us know the tracks/albums you're looking for? We'll take a look /RH",Information / Explanation,False,False,False,False,True,False,False,content_catalog_licensing,content_catalog_licensing
pair_2799_2798,2800,0,False,2799,2798,116374,Sat Nov 25 15:59:09 +0000 2017,Sun Nov 26 00:27:36 +0000 2017,@115888 In other news should probs upgrade from shitty 12GB package,"@116374 Hey Katie, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /CG",Customer: 😩 @115888 you take up too much storage even with zero playlists downloaded for offline listening. Need to reduce or make a compact version. Spotify Lite? You can thank me later 😉,Other / Miscellaneous,False,False,False,False,False,False,False,,offline_downloads_issue
pair_2804_2803,2804,0,True,2804,2803,116375,Sat Nov 25 03:07:20 +0000 2017,Sat Nov 25 06:54:29 +0000 2017,"So @115888 @3493 @SpotifyCares: three days later you’re still advertising a sale to me for which I’m geographically  ineligible, this time on Facebook. You know you can choose where you want your ads to display on FB, don’t you? https://t.co/AHEZ1EtC57","@116375 Hey there! Just to clarify, which part of Canada are currently living in? /MT",,Clarification / Request for Info,False,True,False,False,False,False,False,,other_miscellaneous
pair_2802_2801,2804,1,False,2802,2801,116375,Sat Nov 25 15:35:50 +0000 2017,Sun Nov 26 00:27:25 +0000 2017,"@SpotifyCares Montreal, where the ad itself says I’m not allowed to get the deal.

We had another tweet exchange a few days ago when you emailed me the same offer.",@116375 Sorry about that. You shouldn’t have received an email/notification if you’re not eligible. Can you DM us your account's email address or username? /NQ https://t.co/ldFdZRiNAt,"Customer: So @115888 @3493 @SpotifyCares: three days later you’re still advertising a sale to me for which I’m geographically  ineligible, this time on Facebook. You know you can choose where you want your ads to display on FB, don’t you? https://t.co/AHEZ1EtC57
Brand: @116375 Hey there! Just to clarify, which part of Canada are currently living in? /MT",Redirect / DM,True,True,False,False,False,False,True,,other_miscellaneous
pair_2807_2805,2807,0,True,2807,2805,116376,Sat Nov 25 15:13:38 +0000 2017,Sun Nov 26 00:27:01 +0000 2017,@SpotifyCares https://t.co/RLvNj5Ifow - you having a party without me?,"@116376 Hey Tom! Not to worry, we're more than happy to bring the party to your place. Would you mind sending this invite out to everyone you know? https://t.co/LwyCWf8WKC 🎉 /TB",,Other / Miscellaneous,False,False,False,False,False,False,True,,other_miscellaneous
pair_2809_2808,2809,0,True,2809,2808,116377,Sat Nov 25 15:48:22 +0000 2017,Sun Nov 26 00:23:18 +0000 2017,.@SpotifyCares any way to block this particular ad? Happy with ads/dont want premium. Just this ad is really hard to watch over and over and over. Please help. https://t.co/MsW8FjmKw1,@116377 Hey there! Thanks for taking the time to reach out – we'll pass your feedback on to our Ads team /NQ,,Information / Explanation,False,False,False,False,True,False,False,,unclear_insufficient_context
pair_2811_2810,2812,0,False,2811,2810,116378,Sat Nov 25 15:55:43 +0000 2017,Sun Nov 26 00:20:35 +0000 2017,@115888 Im already a premium user can i still avail this promo?,"@116378 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2813_129763,2812,1,False,2813,129763,145257,Fri Nov 24 03:13:13 +0000 2017,Fri Nov 24 05:59:52 +0000 2017,@115888 Its not functioning,"@145257 Hey there! What's happening exactly? Also, can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /NS",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Clarification / Request for Info,False,True,False,False,False,False,False,,playback_streaming_issue
pair_2814_142984,2812,2,False,2814,142984,148280,Fri Nov 24 08:56:47 +0000 2017,Fri Nov 24 13:13:12 +0000 2017,@115888 Paano po?,@148280 Hi there! Can you let us know your account's email address via DM? We'll see what we can suggest /NY https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2815_149335,2812,3,False,2815,149335,150025,Fri Nov 24 11:00:43 +0000 2017,Fri Nov 24 15:09:21 +0000 2017,@115888 I thought it’s Php9 for 3 mos? Why is it charging me 129?,@150025 Hey Jamie! Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,billing_subscription_payment,billing_subscription_payment
pair_2816_177413,2812,4,False,2816,177413,157772,Sat Nov 25 00:15:48 +0000 2017,Sat Nov 25 01:13:11 +0000 2017,"@115888 Oh no! It says P9, and I have P36 load, yet it says ""insufficient"" 🙁",@157772 Hey Amor! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2817_663081,2812,5,False,2817,663081,277999,Sat Nov 25 03:30:35 +0000 2017,Sat Nov 25 07:13:49 +0000 2017,"@115888 Why am i being charged of 129.00 pesos for premium. It says, 3 months for 9.00 pesos only? @SpotifyCares I haven't tried premium before, it's my first time to upgrade premium😠😳",@277999 Hey Raine! We've responded to your DM. Let's continue the conversation there /DN,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,False,billing_subscription_payment,billing_subscription_payment
pair_2818_620420,2812,6,False,2818,620420,267255,Wed Nov 22 14:47:30 +0000 2017,Wed Nov 22 17:07:54 +0000 2017,@115888 WHY AM I NOT ELIGIBLE FOR THIS PROMO OMG,"@267255 Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2819_622997,2812,7,False,2819,622997,267875,Sat Nov 25 03:14:03 +0000 2017,Sat Nov 25 06:52:35 +0000 2017,@115888 I thought its 9php for 3 mos? Why is it charging me 129?,@267875 Hey there! Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,billing_subscription_payment,billing_subscription_payment
pair_2820_661760,2812,8,False,2820,661760,277655,Wed Nov 22 22:13:32 +0000 2017,Thu Nov 23 01:23:16 +0000 2017,@115888 When it comes to Credit card it only cost 9Php how come thru Mobile transaction it cost the regular one? Help please!! https://t.co/VDnIGkLtAG,"@277655 Don't worry, there'll only be an additional charge if you'll be signing up for that offer through your mobile carrier. If you'll be using other payment methods available to you, you won't be charged extra /RH",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,False,billing_subscription_payment,billing_subscription_payment
pair_2820_661769,2812,9,False,2820,661769,277655,Wed Nov 22 22:13:32 +0000 2017,Thu Nov 23 00:36:28 +0000 2017,@115888 When it comes to Credit card it only cost 9Php how come thru Mobile transaction it cost the regular one? Help please!! https://t.co/VDnIGkLtAG,"@277655 Hi Cathleen, help's arrived! When purchasing the offer via mobile, you'll have additional fees. To take advantage of the 3 months for 9 PHP, you'll need to sign up directly through Spotify with a credit/debit card. Let us know how you get on /AV",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,False,billing_subscription_payment,billing_subscription_payment
pair_2821_677078,2812,10,False,2821,677078,281524,Thu Nov 23 05:09:40 +0000 2017,Thu Nov 23 06:26:17 +0000 2017,@115888 Hello kakarenew ko lNgkahapon why sooolate???,@281524 Hey there! We're afraid we don't have Filipino support for now. We hope you don't mind if we reply in English. Can you send us your account's email address or username via DM? We'll take a look backstage /AY https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2822_677093,2812,11,False,2822,677093,281533,Thu Nov 23 04:11:19 +0000 2017,Thu Nov 23 06:14:57 +0000 2017,@115888 Why am I not eligible for the promo?  😢 https://t.co/HnybxtWC0O,@281533 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2823_678414,2812,12,False,2823,678414,281863,Thu Nov 23 06:40:13 +0000 2017,Thu Nov 23 07:02:59 +0000 2017,@115888 DMed you @SpotifyCares,@281863 Thanks for clarifying. You can also use your debit card to pay for your subscription. Can you confirm if you're given the option to subscribe to the 3 months for 9 PHP offer? /DR,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Clarification / Request for Info,False,True,False,False,False,False,False,,playback_streaming_issue
pair_2824_679999,2812,13,False,2824,679999,282250,Thu Nov 23 06:22:22 +0000 2017,Thu Nov 23 08:05:14 +0000 2017,"@115888 Hi i have existing subscription, can I change it to this promo? Thanks",@282250 Hey Joan! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2825_699537,2812,14,False,2825,699537,281525,Thu Nov 23 12:33:22 +0000 2017,Thu Nov 23 15:46:59 +0000 2017,"@115888 Ur caption seems misleading. Put ""for new subscribers only"" .","@281525 Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. For anything else, let us know /GU",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,False,,playback_streaming_issue
pair_2826_748098,2812,15,False,2826,748098,298833,Sat Nov 25 04:35:18 +0000 2017,Sat Nov 25 08:47:41 +0000 2017,@115888 How??,"@298833 Hey! Don’t worry, we can help. What’s happening exactly? We'll see what we can suggest /DR",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Clarification / Request for Info,False,True,False,False,False,False,False,,playback_streaming_issue
pair_2827_948375,2812,16,False,2827,948375,344907,Sat Nov 25 05:28:35 +0000 2017,Sat Nov 25 10:52:17 +0000 2017,@115888 bat diko maredeem?,@344907 Hey! We've just sent you a bit more info over DM. Hope you don't mind if we replied in English. We'll carry on helping out there /DR,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,False,,playback_streaming_issue
pair_2828_2809941,2812,17,False,2828,2809941,783646,Wed Nov 22 04:41:25 +0000 2017,Wed Nov 22 06:06:40 +0000 2017,@115888 I'm already a Premium user and i haven't paid yet (i skipped 1 month 😂). Can i still join this promo?,@783646 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZR1cbT,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,billing_subscription_payment,billing_subscription_payment
pair_2829_1190762,2812,18,False,2829,1190762,399875,Sat Nov 25 11:12:59 +0000 2017,Sat Nov 25 19:16:49 +0000 2017,@115888 i thought it’s only for 9 pesos? It’s charging me and my friends 129 pesos when we’re about to pay using our load. i was just able to use this premium using my mom’s credit card,"@399875 Hi there! To get the Intro Offer under your preferred rate, you'll need to use a recurring payment method such as a debit/credit card or PayPal at https://t.co/iOSe5Io3nY. We hope that clears things up /NJ",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,True,billing_subscription_payment,billing_subscription_payment
pair_2830_1190790,2812,19,False,2830,1190790,399886,Sat Nov 25 10:26:46 +0000 2017,Sat Nov 25 19:09:52 +0000 2017,"@115888 Is there something wrong with my spotify? Lol. I tried to register and I have 20 pesos of load. Yet it says ""insufficient"".","@399886 Hi there! To get that promo under your preferred rate, you'll need to use a recurring payment method such as a debit/credit card or PayPal at https://t.co/iOSe5Io3nY. We hope that clears things up /NJ",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,True,,playback_streaming_issue
pair_2831_1490599,2812,20,False,2831,1490599,466179,Sat Nov 25 17:10:58 +0000 2017,Sun Nov 26 02:06:26 +0000 2017,@115888 tsk https://t.co/o68Ytnwh5Y,@466179 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /KB,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,False,,playback_streaming_issue
pair_2832_2201024,2812,21,False,2832,2201024,643687,Sun Nov 26 12:48:45 +0000 2017,Sun Nov 26 14:22:21 +0000 2017,@115888 Really? P9 only for three months?,"@643687 Hey! At the moment, the Intro Offer's for users who have never had Premium before. Can you fire over your account's email address via DM? We'll see what we can suggest /RC https://t.co/ldFdZRiNAt",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2833_2219838,2812,22,False,2833,2219838,648415,Sun Nov 26 14:05:47 +0000 2017,Sun Nov 26 14:41:10 +0000 2017,@115888 Bakit hindi ako nakaka avail? Palaging try again,"@648415 Hey! We don't offer Filipino support, so we hope you don't mind if we reply in English. Can you let us know what's happening exactly? /RC",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Clarification / Request for Info,False,True,False,False,False,False,False,,playback_streaming_issue
pair_2834_2368007,2812,23,False,2834,2368007,683434,Sun Nov 26 07:25:29 +0000 2017,Sun Nov 26 17:16:26 +0000 2017,@115888 How?,"@683434 Hey! If you haven't had a subscription before, you can get the Intro Offer at https://t.co/iOSe5Io3nY. Just make sure to use a recurring payment method such as a debit/credit card or PayPal. We hope that helps 🙂 /NJ",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,True,,playback_streaming_issue
pair_2835_2577793,2812,24,False,2835,2577793,730874,Sun Nov 26 09:09:32 +0000 2017,Sun Nov 26 20:42:43 +0000 2017,@115888 Can i still avail of this even if im not a new user?,@730874 Hey Thom! The offer is only for new users or for existing users who haven't had Premium before. Can you DM us your account's mail address? We'll see what we can suggest /SJ https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2836_2577767,2812,25,False,2836,2577767,730865,Sun Nov 26 19:32:58 +0000 2017,Sun Nov 26 20:55:06 +0000 2017,@115888 How?,"@730865 Hey Trisha! If you've never been on Premium, you can sign up for the deal here: https://t.co/B1W1abMc4b using a recurring payment method like a debit/credit card or PayPal. Hope this helps /CM",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,True,,playback_streaming_issue
pair_2837_2772027,2812,26,False,2837,2772027,774839,Tue Nov 21 11:42:48 +0000 2017,Tue Nov 21 13:52:36 +0000 2017,@115888 Pano kapag nakapostpaid hahha,@774839 Hi there! Can you DM us your account's email address? We'll see what we can suggest /NY https://t.co/ldFdZRiNAt,Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,,playback_streaming_issue
pair_2838_645123,2812,27,False,2838,645123,273122,Tue Nov 21 13:27:07 +0000 2017,Tue Nov 21 14:51:42 +0000 2017,@115888 How?,"@273122 Hey there! The Intro Offer of ₱9 for 3 months is for those who haven't had Premium before. If you haven't been on a subscription in the past, hea over to https://t.co/WB5TSxRfDe to take this offer 😉 /SY",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Other / Miscellaneous,False,False,False,False,False,False,True,,playback_streaming_issue
pair_2839_2774606,2812,28,False,2839,2774606,775433,Tue Nov 21 12:13:26 +0000 2017,Tue Nov 21 14:30:10 +0000 2017,@115888 hOw CAN I PAY WHEN I HAVE NO CREDIT CAR,"@775433 Hi there! We'll help out, don't worry. Can you send over the username or email address on your account? We'll see what we can suggest /GN https://t.co/ldFdZRiNAt",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,Redirect / DM,True,True,False,False,False,False,True,billing_subscription_payment,billing_subscription_payment
